Timestamp,IITK01,IITK02,IITK03,IITK04,IITK06,IITK07,IITK08,IITK10,IITK11,IITK12,IITK13,IITK14,IITK15,IITK17,IITK18,IITK19,IITK20,IITK21,IITK22,IITK23,IITK24,IITK25
28-11-2022 18:00,,120.75,257.75,128.6666667,81.75,156.25,,135.5,132,128.75,,,,,,,,,,,,
28-11-2022 19:00,,157,219,,84.5,227,,148,191.5,159,,,,,,,,,,,,
28-11-2022 20:00,,132.5,214.6666667,,95.5,316.25,,156.25,196.5,184.75,,,,,,,,,,,,
28-11-2022 21:00,,142.75,277.5,251.25,128.5,359.5,,145.75,245,215.5,,,,,,,,,,,,
28-11-2022 22:00,,171,308.75,257.25,151.25,386.75,,172.5,270.5,293.5,,,,,,,,,,,,
28-11-2022 23:00,,254.5,321.5,288.75,159.75,389.75,,183.25,283.75,292.25,,,,,,,,,,,,
29-11-2022 00:00,,335.75,340.5,268.5,166.25,374,,158.75,246.5,245.75,,,,,,,,,,,,
29-11-2022 01:00,,220.75,302.75,209.75,154,324.25,,120.5,192,196.25,,,,,,,,,,,,
29-11-2022 02:00,,116.5,270,186.25,149.5,284.5,,118,155.25,155.25,,,,,,,,299.25,266.25,,,
29-11-2022 03:00,,103.75,216.5,171.75,145,216.25,,93.5,148.5,138.25,,,,,,,,319,245.75,,,
29-11-2022 04:00,,104.75,207.5,149.5,138.25,135.25,,100.5,148.5,142,,,,,,,,316.5,238.75,,,
29-11-2022 05:00,,107.25,196,149.75,129.75,124.25,,122.75,156,137.25,,,,,,,,342,243,,,
29-11-2022 06:00,,114.25,183.5,158.75,122.6666667,142,,129.75,168.75,153.6666667,,,,,,,129.25,377.5,256.3333333,,,
29-11-2022 07:00,,122.25,184.5,176.5,115,165.25,,168.75,185.75,160,,,,,,,172.5,411,218.75,237,,125
29-11-2022 08:00,,125.25,192.5,155.5,124.5,230.5,,202.75,240.25,135.25,,,,,,,196.75,377,190.6666667,222.75,,135
29-11-2022 09:00,,113.25,143.75,132,155,185,,175,208.75,114.5,,,,,,,179.5,309.25,181,197,,129.75
29-11-2022 10:00,,112.25,135.75,99.25,117.5,165.5,,160,154.6666667,99.25,,,,,,,156,256.5,141.25,163.5,,149
29-11-2022 11:00,,93.25,122.3333333,97.25,99.33333333,139.25,,113.5,119.6666667,94.33333333,,,,,,,134,162.25,101.25,137.5,,120.25
29-11-2022 12:00,,73.5,97.33333333,91,93.75,138.75,,91.5,111.6666667,89.66666667,,,,,,,119.75,152.75,94,127.25,130.6666667,102.25
29-11-2022 13:00,,70.25,104.3333333,90,89.75,126.75,,92.75,125,89,,,,,,103.5,108.75,150.5,105,116.75,128,105
29-11-2022 14:00,,69.75,99,85.5,83.5,117.25,,78.75,106.5,83.5,,,,,,99,96.5,151.25,93.25,107.75,122.3333333,106
29-11-2022 15:00,,69.25,89,84,87,92.5,,77,91.5,89.25,89.25,82.5,111.25,113.25,97,96.5,91,151,93.5,115.75,130.75,107.25
29-11-2022 16:00,,70.25,105.75,80.75,83.5,106,,92,100.5,96,154,81,102.75,110,108,92.75,91.25,154.75,116.75,119,126.5,110.75
29-11-2022 17:00,,93.5,144.25,91,,,,102.75,115,108.75,352,89.5,116.5,123.25,193.25,100.75,110,174.75,136.75,132.25,129.5,111.25
29-11-2022 18:00,,105.5,,,,,,118.75,136.75,131,553.75,105.75,144.75,144.25,241.5,120.75,199.25,271.25,202,163.75,128.6666667,104.5
29-11-2022 19:00,,106.5,,,,,,154.75,187,140.5,555.75,139.5,185.25,156.25,209.75,136.75,247,299.75,245.75,220.5,,107
29-11-2022 20:00,,133.25,,,,,,195,232,162,465.3333333,160,212.75,189,199.5,148.5,226.25,343.25,231.25,233.75,,118.5
29-11-2022 21:00,,186.5,274,233.25,,,,184.5,247.75,178,347.25,216.75,231.5,215,236.75,150.75,195.5,357.75,226.25,240,149,134.75
29-11-2022 22:00,,205.5,306.5,282.75,,,,167.75,273.25,213.75,336,205.75,274.25,278.75,243,146.25,183.25,331.5,273.75,271,163,155.75
29-11-2022 23:00,,133.25,290.5,233,,,,114.75,207,183,342,204.5,302.5,247,240.75,147.75,154.75,255.5,286.25,281.25,164.75,166.75
30-11-2022 00:00,,109.75,229.75,170.75,,,,112,168.75,144,313.75,217.75,172,212,267.75,161,123.75,258.25,265.25,219.75,165.25,151
30-11-2022 01:00,,108.5,211.75,150,,,,108.5,151.25,133.75,264.25,218.75,128.75,205,268.25,165.75,120.5,259.25,234.75,177,164.5,165.75
30-11-2022 02:00,,105.25,204,142.3333333,,,,117.75,143,155.5,218.75,193.75,129.75,188,238.25,174.25,118.25,278.5,186.75,167,163.25,141.25
30-11-2022 03:00,,111.5,179.5,149,,,,118.5,176,127,184.25,176.5,131,182.5,197.5,171,119,248,154,163.5,161.25,125.25
30-11-2022 04:00,,108.75,165,142,,,,113.75,154,120.75,167.5,139.75,134,165.5,169,161,117.25,224,153,160.5,158.75,122.25
30-11-2022 05:00,,105,161.5,141.5,,,,112.75,158.25,114.5,165.75,134.25,132.5,137.25,158.5,148.5,120.5,239.5,150.25,159.25,154,107.75
30-11-2022 06:00,,96,166.75,143,,,,118.5,159.75,161.5,198.25,127,134,132.5,159.5,154,120.25,257.5,157.25,169.25,143.25,102
30-11-2022 07:00,,122,,165.6666667,,,,145,205.75,149.25,230.75,139,168.75,,,,165,312.25,164.25,178,146.5,95.75
30-11-2022 08:00,,132.25,,147.75,,,,126.5,216.75,146.75,176.75,167,153.25,,,,159.25,346,182.75,188.75,199,116.5
30-11-2022 09:00,,80,135,101.25,,,,127,210,120,118.25,111.25,162.5,92.75,152,125.5,126.75,269.25,150,172.3333333,210.5,117.75
30-11-2022 10:00,,58.5,,67.5,,,,124,160,89.5,100,88.5,143.5,77.25,113.75,97.25,72,200,122.6666667,162.75,183.75,104
30-11-2022 11:00,,66.25,88.75,64.66666667,,,,96.5,113.25,69,93,97.75,108,89,106,80.25,74.75,156.3333333,89.5,136,135.3333333,96.5
30-11-2022 12:00,,62.25,86,64,,,,79.75,92,83.25,96.33333333,93.25,85.25,88.75,99,84,73.25,147.75,,111.5,116.75,92
30-11-2022 13:00,,58.75,,,,,,,,,84.75,91.5,82,84.25,83.5,79.25,70.25,140.5,,105,112.25,87
30-11-2022 14:00,,55.5,,,,,,,,,76.75,83.75,77.25,83,77.25,71.75,69.5,122.75,,98.25,113,82.75
30-11-2022 15:00,,59,,,,,,,,,75,80,74.5,80.75,76.25,70.25,66.5,120,,100.25,107.3333333,76.5
30-11-2022 16:00,,61.5,,,,,,,,,122.25,69.5,91.75,141.5,83,71.66666667,68.75,118.25,,95,106.25,81
30-11-2022 17:00,,72,110.5,77.5,77.25,98.25,,87.25,85.5,92.75,153.25,70,128.5,103.5,151,97,95.5,138.75,,105,109.25,93.75
30-11-2022 18:00,,85.25,163.5,114.75,84.5,153.5,,99.5,127.75,120,202.75,78.75,108.5,125,232.25,106.25,150.25,,,127,118.25,109
30-11-2022 19:00,,111.5,181,154.5,92.75,271.75,,102.5,200.25,131.25,237.5,106,156.75,142.25,199.25,121.25,157,,,145.25,123.6666667,120.25
30-11-2022 20:00,,115.5,205.25,173.75,117.5,300.25,,117.5,213.5,146,233,142.75,170.25,150.5,208,146.5,203.75,281,,174,121.5,129.25
30-11-2022 21:00,,112.5,225.75,178.5,134.75,343.75,,122.5,236.25,151,241.5,133.25,213,142.5,218.5,162.75,160.5,288.25,,183.5,128,131
30-11-2022 22:00,,125.25,265.75,169.25,143.5,327,,120.5,224.5,140.75,235,140.75,286,144,235,187.5,137,248,,170.5,128.5,125.25
30-11-2022 23:00,,114,224,158.75,146.25,240.5,,100.5,173.25,118.5,203.5,143.5,273.25,153.25,189.5,189.5,131.75,240.5,,162.75,130.25,136.75
